OBJECTID,id,grid_4ha_id,lon,lat,lp_ext_2012,lp_ext_2015,lp_ext_2018,lp_ext_2022,du_cnt_2012,du_cnt_2015,du_cnt_2018,du_cnt_2022,clq_ext_sqm_2012,clq_ext_sqm_2015,clq_ext_sqm_2018,clq_ext_sqm_2022,mlt_ext_sqm_2012,mlt_ext_sqm_2015,mlt_ext_sqm_2018,mlt_ext_sqm_2022,sq_ext_sqm_2012,sq_ext_sqm_2015,sq_ext_sqm_2018,sq_ext_sqm_2022,du_cnt_w_clq_mlt_2012,du_cnt_w_clq_mlt_2015,du_cnt_w_clq_mlt_2018,du_cnt_w_clq_mlt_2022,dens_grs_duha_2012,dens_grs_duha_2015,dens_grs_duha_2018,dens_grs_duha_2022,d_dens_grs_duha_12_15,d_dens_grs_duha_12_18,d_dens_grs_duha_12_22,d_dens_grs_duha_15_18,d_dens_grs_duha_15_22,d_dens_grs_duha_18_22,DISTRICTNA,Shape_Length,Shape_Area
28621,13197,W36B_12_28621,18.63311252,-33.98717917,261.4559905,261.4559905,261.4559905,261.4559905,86,86,86,89,0,0,0,78,0,0,0,136,0,0,0,0,86,86,86,97.58965517,21,21,21,22,0,0,1,0,1,1,Tygerberg,799.9999883,39999.99883
28622,13205,W36B_12_28622,18.63527701,-33.9871856,244.9398742,244.9398742,244.9398742,244.9398742,118,125,125,123,21,21,21,30,0,0,0,474,0,0,0,0,119.05,126.05,126.05,140.8448276,29,31,31,30,2,2,1,0,-1,-1,Tygerberg,800.0000185,40000.00185
28623,13202,W36B_12_28623,18.6374415,-33.987192,260.5178423,260.5178423,260.5178423,260.5178423,126,126,126,125,0,0,0,17,0,0,0,367,0,0,0,0,126,126,126,138.5051724,31,31,31,31,0,0,0,0,0,0,Tygerberg,800.0000185,40000.00185
28624,13289,W36B_12_28624,18.63960599,-33.98719836,184.6299545,184.6299545,184.6299545,184.6299545,110,110,110,105,0,0,0,121,0,0,0,212,0,0,0,0,110,110,110,118.3603448,27,27,27,26,0,0,-1,0,-1,-1,Tygerberg,799.9999883,39999.99883
28625,13155,W36B_12_28625,18.64177049,-33.98720468,292.7822228,292.7822228,292.7822228,292.7822228,145,152,152,152,0,50,50,282,0,0,0,879,0,0,0,34,145,154.5,154.5,196.4103448,36,38,38,38,2,2,2,0,0,0,Tygerberg,800.0000185,40000.00185
28626,13286,W36B_13_28626,18.64393498,-33.98721096,239.4649101,239.4649101,239.4649101,239.4649101,124,134,134,134,0,0,0,253,0,0,0,859,0,0,0,37,124,134,134,176.2706897,31,33,33,33,2,2,2,0,0,0,Tygerberg,800.0000185,40000.00185
28627,13287,W36B_13_28627,18.64609947,-33.98721721,238.5271767,238.5271767,238.5271767,238.5271767,58,59,59,59,0,0,0,85,0,0,0,115,0,0,0,62,58,59,59,67.21551724,14,14,14,14,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28628,13295,W36B_13_28628,18.64826396,-33.98722341,330.792864,330.792864,330.792864,330.792864,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,0,1,1,1,1,1,1,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28629,13293,W36B_13_28629,18.65042846,-33.98722958,292.1153207,292.1153207,292.1153207,292.1153207,18,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,18,19,19,19,4,4,4,4,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28630,13298,W36B_13_28630,18.65259295,-33.98723571,373.887317,373.887317,373.887317,373.887317,15,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,15,16,16,16,3,4,4,4,1,1,1,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28631,15154,W36B_14_28631,18.65475745,-33.9872418,390.9814581,390.9814581,390.9814581,390.9814581,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28637,13779,W36B_15_28637,18.66774443,-33.98727756,148.1832018,202.2675345,202.2675345,202.2675345,94,137,138,139,0,0,15,15,0,0,0,0,0,0,0,0,94,137,138.75,139.75,23,34,34,34,11,11,11,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28638,13781,W36B_15_28638,18.66990893,-33.98728338,176.9142158,176.9142158,176.9142158,183.7108583,180,243,245,248,12,58,58,105,0,0,0,0,17,17,17,17,180.6,245.9,247.9,253.25,45,60,61,62,15,16,17,1,2,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28639,13782,W36B_15_28639,18.67207343,-33.98728917,164.7854355,164.7854355,164.7854355,164.7854355,61,98,100,102,0,0,26,69,0,0,0,0,0,0,0,0,61,98,101.3,105.45,15,24,25,25,9,10,10,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28641,14593,W26A_11_28641,18.67640244,-33.98730063,0,0,161.6633934,161.6633934,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,0,0,5,6,0,5,6,5,6,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28642,14594,W26A_11_28642,18.67856694,-33.98730631,0,0,262.8962908,262.8962908,0,0,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,0,0,4,7,0,4,7,4,7,3,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28643,9841,W26A_11_28643,18.68073144,-33.98731194,292.3855181,292.3855181,292.3855181,292.3855181,28,28,28,27,0,0,0,30,0,0,0,0,0,0,0,0,28,28,28,28.5,7,7,7,6,0,0,-1,0,-1,-1,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28644,9843,W26A_11_28644,18.68289594,-33.98731754,338.3587126,338.3587126,338.3587126,338.3587126,63,66,69,70,0,20,33,33,0,0,0,0,0,0,37,37,63,67,70.65,71.65,15,16,17,17,1,2,2,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28648,9838,W26A_12_28648,18.69155396,-33.98733955,876.3100987,876.3100987,876.3100987,876.3100987,33,33,34,41,21,20,50,20,0,0,0,0,15,15,15,34,34.05,34,36.5,42,8,8,8,10,0,0,2,0,2,2,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28649,9844,W26A_12_28649,18.69371847,-33.98734496,581.5096093,581.5096093,581.5096093,581.5096093,54,57,58,65,37,0,0,0,0,0,0,228,0,40,40,18,55.85,57,58,72.86206897,13,14,14,16,1,1,3,0,2,2,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28650,14897,W26A_12_28650,18.69588298,-33.98735033,0,0,0,139.9989131,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28654,9846,W26A_13_28654,18.70454101,-33.98737142,426.796824,426.796824,426.796824,426.796824,13,13,14,14,0,19,19,19,0,0,0,0,0,0,0,0,13,13.95,14.95,14.95,3,3,3,3,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28655,9845,W26A_13_28655,18.70670552,-33.9873766,392.1363088,392.1363088,392.1363088,392.1363088,103,103,104,107,64,64,64,92,0,0,0,0,34,34,34,34,106.2,106.2,107.2,111.6,25,25,26,26,0,1,1,1,1,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28656,9842,W26A_14_28656,18.70887003,-33.98738174,384.0511429,384.0511429,384.0511429,384.0511429,144,145,144,146,19,30,30,84,0,0,0,69,23,124,124,56,144.95,146.5,145.5,152.5793103,36,36,36,36,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28657,9837,W26A_14_28657,18.71103454,-33.98738684,287.9698862,287.9698862,287.9698862,288.1245979,56,56,56,57,0,0,0,67,139,139,139,569,0,0,0,0,60.79310345,60.79310345,60.79310345,79.97068966,14,14,14,14,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28658,9840,W26A_14_28658,18.71319905,-33.98739191,286.1279383,286.1279383,286.1279383,286.1279383,83,83,83,84,0,0,20,48,0,0,0,0,0,0,0,0,83,83,84,86.4,20,20,20,21,0,0,1,0,1,1,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28659,9839,W26A_14_28659,18.71536356,-33.98739693,614.9735242,614.9735242,614.9735242,614.9735242,56,57,57,59,45,46,46,70,0,0,0,0,0,0,0,0,58.25,59.3,59.3,62.5,14,14,14,14,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,800.0000185,40000.00185
28660,9847,W26A_14_28660,18.71752808,-33.98740192,419.9588372,419.9588372,419.9588372,419.9588372,3,3,3,3,17,17,17,0,0,0,0,0,0,0,0,0,3.85,3.85,3.85,3,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28670,17354,W26B_11_28670,18.73917323,-33.98744971,0,0,0,307837.0849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Khayelitsha/Mitchells Plain,799.9999883,39999.99883
28689,15947,W56A_11_28689,18.35824292,-33.9842495,0,0,0,22587.55455,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,Table Bay,800.0000185,40000.00185
28725,1525,W56B_13_28725,18.4361593,-33.98463122,440.1979833,440.1979833,440.1979833,440.1979833,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28726,1520,W56B_14_28726,18.43832366,-33.98464112,1663.071213,1663.071213,1663.071213,1663.071213,26,25,26,26,20,20,20,31,0,0,0,0,91,70,81,81,27,26,27,27.55,6,6,6,6,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28727,1526,W56B_14_28727,18.44048803,-33.98465098,1480.631394,1480.631394,1480.631394,1480.631394,43,44,44,43,0,0,15,15,0,0,0,0,236,250,278,335,43,44,44.75,43.75,10,11,11,10,1,1,0,0,-1,-1,Southern,799.9999883,39999.99883
28728,1530,W56B_14_28728,18.44265239,-33.9846608,1557.151144,1557.151144,1557.151144,1557.151144,32,31,30,32,11,11,11,35,0,0,0,0,247,234,260,276,32.55,31.55,30.55,33.75,8,7,7,8,-1,-1,0,0,1,1,Southern,800.0000185,40000.00185
28729,1532,W56B_14_28729,18.44481676,-33.98467059,2721.732709,2721.732709,2721.732709,2721.732709,24,25,25,24,93,93,93,93,0,0,0,0,281,250,250,258,28.65,29.65,29.65,28.65,6,6,6,6,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28730,1535,W56B_14_28730,18.44698113,-33.98468033,4288.670686,4288.670686,4288.670686,4288.670686,15,17,16,16,57,57,57,217,0,0,0,0,138,138,138,123,17.85,19.85,18.85,26.85,3,4,4,4,1,1,1,0,0,0,Southern,800.0000185,40000.00185
28731,1674,W56B_15_28731,18.4491455,-33.98469004,1531.854627,1531.854627,1531.854627,1531.854627,55,55,55,56,0,0,75,135,0,0,0,0,112,126,214,249,55,55,58.75,62.75,13,13,13,14,0,0,1,0,1,1,Southern,799.9999883,39999.99883
28732,1675,W56B_15_28732,18.45130987,-33.98469971,1072.731564,1072.731564,1072.731564,1072.731564,44,45,48,48,0,51,90,74,0,0,0,0,62,48,103,103,44,47.55,52.5,51.7,11,11,12,12,0,1,1,1,1,0,Southern,800.0000185,40000.00185
28733,1651,W56B_15_28733,18.45347424,-33.98470935,1062.645933,1062.645933,1062.645933,1062.645933,39,39,39,39,64,67,67,67,0,0,0,0,41,134,122,122,42.2,42.35,42.35,42.35,9,9,9,9,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28734,1650,W56B_15_28734,18.45563861,-33.98471894,2478.615841,2478.615841,2478.615841,2478.615841,39,42,42,42,2862,2896,2896,2896,0,0,0,0,158,232,247,247,182.1,186.8,186.8,186.8,9,10,10,10,1,1,1,0,0,0,Southern,799.9999883,39999.99883
28735,1648,W56B_15_28735,18.45780299,-33.9847285,1906.916443,1906.916443,1906.916443,1906.916443,42,42,42,44,0,24,24,24,0,0,0,0,76,179,195,195,42,43.2,43.2,45.2,10,10,10,11,0,0,1,0,1,1,Southern,800.0000185,40000.00185
28736,1638,W46A_11_28736,18.45996736,-33.98473801,6010.600057,6010.600057,6010.600057,6010.600057,42,44,45,45,49,49,91,115,0,0,0,0,82,150,154,164,44.45,46.45,49.55,50.75,10,11,11,11,1,1,1,0,0,0,Southern,800.0000185,40000.00185
28737,684,W46A_11_28737,18.46213174,-33.98474749,3509.432089,3509.432089,11615.18952,5051.94692,134,134,135,134,0,0,23,23,643,744,744,744,50,50,50,50,156.1724138,159.6551724,161.8051724,160.8051724,33,33,33,33,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28738,1629,W46A_11_28738,18.46429611,-33.98475694,3927.366169,3927.366169,3927.366169,3927.366169,176,179,178,177,0,29,40,40,5324,5324,5324,5324,17,17,7,20,359.5862069,364.0362069,363.5862069,362.5862069,44,44,44,44,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28739,15897,W46A_11_28739,18.46646049,-33.98476634,21434.39035,21434.39035,21434.39035,21434.39035,228,228,228,228,0,13,13,13,0,0,0,0,0,0,0,0,228,228.65,228.65,228.65,57,57,57,57,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28740,307,W46A_11_28740,18.46862487,-33.98477571,782.4755369,782.4755369,758.8281111,3741.653264,37,37,36,36,13,13,13,9956,0,0,0,0,0,21,28,28,37.65,37.65,36.65,533.8,9,9,9,9,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28741,1605,W46A_12_28741,18.47078925,-33.98478504,942.0019999,942.0019999,942.0019999,1931.84654,40,40,39,40,0,0,0,0,298,298,298,345,64,89,140,140,50.27586207,50.27586207,49.27586207,51.89655172,10,10,9,10,0,-1,0,-1,0,1,Southern,800.0000185,40000.00185
28742,1601,W46A_12_28742,18.47295363,-33.98479433,598.7787651,598.7787651,598.7787651,2115.731834,19,18,18,18,0,0,0,1207,0,0,0,0,20,20,54,54,19,18,18,78.35,4,4,4,4,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28743,1607,W46A_12_28743,18.47511801,-33.98480358,1694.568624,1694.568624,1694.568624,1694.568624,40,40,40,40,774,768,768,768,0,0,0,0,0,0,0,0,78.7,78.4,78.4,78.4,10,10,10,10,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28744,1591,W46A_12_28744,18.4772824,-33.98481279,554.5917564,1505.585584,1505.585584,1505.585584,36,52,53,50,0,0,0,0,0,0,0,77,20,20,0,56,36,52,53,52.65517241,9,13,13,12,4,4,3,0,-1,-1,Southern,799.9999883,39999.99883
28745,1589,W46A_12_28745,18.47944678,-33.98482197,2060.763246,2060.763246,2060.763246,2060.763246,46,48,48,46,0,0,18,18,1796,1632,1632,1612,0,0,0,0,107.9310345,104.2758621,105.1758621,102.4862069,11,12,12,11,1,1,0,0,-1,-1,Southern,800.0000185,40000.00185
28746,1588,W46A_13_28746,18.48161116,-33.9848311,1868.177424,1868.177424,1868.177424,1868.177424,52,55,55,53,0,0,0,0,114,0,0,0,28,28,55,55,55.93103448,55,55,53,13,13,13,13,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28747,1587,W46A_13_28747,18.48377555,-33.9848402,12963.37943,12963.37943,12963.37943,12963.37943,137,138,138,138,0,0,0,0,0,0,0,0,0,0,37,37,137,138,138,138,34,34,34,34,0,0,0,0,0,0,Southern,799.9999883,39999.99883
28748,491,W46A_13_28748,18.48593994,-33.98484927,1915.709519,1915.709519,1915.709519,1915.709519,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,8,8,8,8,0,0,0,0,0,0,Southern,800.0000185,40000.00185
28750,15748,W46A_13_28750,18.49026871,-33.98486727,4055.444209,4055.444209,4055.444209,4055.444209,1,1,1,1,0,18,18,18,151,0,0,0,0,0,0,0,6.206896552,1.9,1.9,1.9,0,0,0,0,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28751,1698,W46A_14_28751,18.4924331,-33.98487622,5465.481864,5465.481864,27751.44074,27751.44074,56,89,90,90,0,0,503,787,2338,2338,2338,2338,0,19,19,31,136.6206897,169.6206897,195.7706897,209.9706897,14,22,22,22,8,8,8,0,0,0,Cape Flats,800.0000185,40000.00185
28752,1699,W46A_14_28752,18.49459749,-33.98488513,776.9680549,1690.571516,1690.571516,1690.571516,49,51,51,50,0,20,20,20,0,0,0,213,20,0,15,15,49,52,52,58.34482759,12,12,12,12,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28753,1700,W46A_14_28753,18.49676188,-33.984894,818.5531742,818.5531742,818.5531742,818.5531742,58,57,59,60,18,56,56,93,0,0,0,0,9,151,164,164,58.9,59.8,61.8,64.65,14,14,14,15,0,0,1,0,1,1,Cape Flats,800.0000185,40000.00185
28755,1765,W46A_14_28755,18.50109067,-33.98491163,652.7755264,652.7755264,652.7755264,652.7755264,19,20,20,21,0,14,14,71,0,0,0,0,0,26,26,16,19,20.7,20.7,24.55,4,5,5,5,1,1,1,0,0,0,Cape Flats,800.0000185,40000.00185
28756,1687,W46A_15_28756,18.50325506,-33.98492039,4807.781103,4807.781103,4807.781103,4807.781103,94,94,97,101,82,82,114,173,0,0,0,0,85,111,190,126,98.1,98.1,102.7,109.65,23,23,24,25,0,1,2,1,2,1,Cape Flats,800.0000185,40000.00185
28757,1689,W46A_15_28757,18.50541946,-33.98492911,497.0302285,497.0302285,497.0302285,497.0302285,63,63,61,64,98,115,115,90,0,0,0,0,71,100,136,105,67.9,68.75,66.75,68.5,15,15,15,16,0,0,1,0,1,1,Cape Flats,799.9999883,39999.99883
28758,1691,W46A_15_28758,18.50758385,-33.98493779,597.5063067,597.5063067,597.5063067,597.5063067,63,63,64,65,15,30,30,30,0,0,0,0,33,60,73,88,63.75,64.5,65.5,66.5,15,15,16,16,0,1,1,1,1,0,Cape Flats,800.0000185,40000.00185
28759,1293,W46A_15_28759,18.50974825,-33.98494643,685.8247463,685.8247463,685.8247463,685.8247463,32,32,32,34,0,0,0,16,0,0,0,0,0,0,33,59,32,32,32,34.8,8,8,8,8,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28760,1299,W46A_15_28760,18.51191265,-33.98495503,608.4782065,608.4782065,608.4782065,608.4782065,57,58,59,60,40,40,40,63,0,0,0,0,181,181,181,183,59,60,61,63.15,14,14,14,15,0,0,1,0,1,1,Cape Flats,799.9999883,39999.99883
28761,1300,W46B_11_28761,18.51407705,-33.9849636,608.4905026,608.4905026,608.4905026,608.4905026,31,31,32,32,31,31,156,173,0,0,0,0,74,74,104,104,32.55,32.55,39.8,40.65,7,7,8,8,0,1,1,1,1,0,Cape Flats,800.0000185,40000.00185
28762,1301,W46B_11_28762,18.51624145,-33.98497213,1002.819766,1002.819766,1002.819766,1002.819766,44,44,47,50,0,0,0,0,0,0,0,0,115,115,111,157,44,44,47,50,11,11,11,12,0,0,1,0,1,1,Cape Flats,800.0000185,40000.00185
28763,1333,W46B_11_28763,18.51840585,-33.98498062,2387.459858,2387.459858,2387.459858,2387.459858,58,58,60,59,0,0,0,25,0,0,0,0,131,131,131,149,58,58,60,60.25,14,14,15,14,0,1,0,1,0,-1,Cape Flats,799.9999883,39999.99883
28764,1340,W46B_11_28764,18.52057025,-33.98498907,1340.333597,1340.333597,1340.333597,1340.333597,34,34,34,34,5,5,5,26,0,0,0,0,74,130,130,118,34.25,34.25,34.25,35.3,8,8,8,8,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28765,1339,W46B_11_28765,18.52273465,-33.98499749,694.5437836,694.5437836,694.5437836,694.5437836,46,47,47,49,35,28,28,78,0,0,0,0,221,449,473,458,47.75,48.4,48.4,52.9,11,11,11,12,0,0,1,0,1,1,Cape Flats,800.0000185,40000.00185
28766,2530,W46B_12_28766,18.52489905,-33.98500586,649.7030139,649.7030139,649.7030139,649.7030139,71,71,72,78,0,15,15,92,0,0,0,0,28,50,50,150,71,71.75,72.75,82.6,17,17,18,19,0,1,2,1,2,1,Cape Flats,800.0000185,40000.00185
28767,2560,W46B_12_28767,18.52706346,-33.9850142,873.9283525,873.9283525,873.9283525,873.9283525,55,55,56,58,42,42,42,92,0,0,0,0,150,150,167,106,57.1,57.1,58.1,62.6,13,13,14,14,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28768,2555,W46B_12_28768,18.52922786,-33.9850225,592.4151661,592.4151661,592.4151661,592.4151661,38,38,38,39,0,0,0,0,0,0,0,0,17,17,35,35,38,38,38,39,9,9,9,9,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28769,1308,W46B_12_28769,18.53139227,-33.98503076,883.1932263,883.1932263,883.1932263,883.1932263,60,58,62,65,0,43,0,0,0,0,0,0,75,75,75,75,60,60.15,62,65,15,14,15,16,-1,0,1,1,2,1,Cape Flats,800.0000185,40000.00185
28770,1307,W46B_12_28770,18.53355668,-33.98503899,795.3152104,795.3152104,795.3152104,795.3152104,36,38,42,42,0,26,70,70,0,0,0,0,159,198,138,138,36,39.3,45.5,45.5,9,9,10,10,0,1,1,1,1,0,Cape Flats,799.9999883,39999.99883
28771,1317,W46B_13_28771,18.53572108,-33.98504717,770.0995401,770.0995401,770.0995401,770.0995401,26,26,26,27,0,0,36,87,0,0,0,0,35,54,54,54,26,26,27.8,31.35,6,6,6,6,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28772,1315,W46B_13_28772,18.53788549,-33.98505532,681.8638605,681.8638605,681.8638605,681.8638605,33,32,33,32,5,88,115,143,0,0,0,0,37,38,38,38,33.25,36.4,38.75,39.15,8,8,8,8,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28773,346,W46B_13_28773,18.5400499,-33.98506343,3237.401666,3237.401666,49645.16001,49645.16001,0,0,0,0,8,44,58,58,0,0,0,0,0,0,0,0,0.4,2.2,2.9,2.9,0,0,0,0,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28774,1330,W46B_13_28774,18.54221431,-33.9850715,532.719842,532.719842,532.719842,532.719842,19,19,20,20,0,24,0,0,0,0,0,0,27,27,27,27,19,20.2,20,20,4,4,5,5,0,1,1,1,1,0,Cape Flats,800.0000185,40000.00185
28775,1331,W46B_13_28775,18.54437872,-33.98507954,588.7779871,588.7779871,588.7779871,588.7779871,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,4,4,4,4,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28777,2487,W46B_14_28777,18.54870755,-33.98509549,590.4367451,590.4367451,590.4367451,590.4367451,35,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,35,36,37,38,8,9,9,9,1,1,1,0,0,0,Cape Flats,800.0000185,40000.00185
28778,167,W46B_14_28778,18.55087196,-33.98510341,416.4498474,416.4498474,416.4498474,416.4498474,19,20,20,21,0,0,0,0,0,0,0,0,0,0,0,0,19,20,20,21,4,5,5,5,1,1,1,0,0,0,Cape Flats,800.0000185,40000.00185
28779,2981,W46B_14_28779,18.55303638,-33.98511129,2996.750227,2996.750227,2996.750227,2996.750227,39,39,39,40,0,0,0,0,80,80,80,80,0,0,0,0,41.75862069,41.75862069,41.75862069,42.75862069,9,9,9,10,0,0,1,0,1,1,Cape Flats,800.0000185,40000.00185
28780,2982,W46B_14_28780,18.55520079,-33.98511913,463.4023282,463.4023282,463.4023282,463.4023282,20,20,20,18,0,0,0,0,158,158,158,158,0,0,0,0,25.44827586,25.44827586,25.44827586,23.44827586,5,5,5,4,0,0,-1,0,-1,-1,Cape Flats,799.9999883,39999.99883
28782,15416,W46B_15_28782,18.55952963,-33.98513471,278.4188205,278.4188205,278.4188205,278.4188205,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28783,127,W46B_15_28783,18.56169404,-33.98514244,560.4694012,560.4694012,560.4694012,560.4694012,88,88,89,89,320,369,350,396,0,0,0,0,38,108,141,141,104,106.45,106.5,108.8,22,22,22,22,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28784,4314,W46B_15_28784,18.56385846,-33.98515013,8474.102623,8474.102623,8474.102623,8474.102623,81,79,83,83,379,366,366,397,0,0,0,0,21,21,21,21,99.95,97.3,101.3,102.85,20,19,20,20,-1,0,0,1,1,0,Cape Flats,800.0000185,40000.00185
28785,4316,W46B_15_28785,18.56602288,-33.98515778,469.6416496,469.6416496,469.6416496,469.6416496,4,4,4,4,149,149,149,149,0,0,0,0,0,0,0,0,11.45,11.45,11.45,11.45,1,1,1,1,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28786,15327,W36A_11_28786,18.5681873,-33.98516539,21703.91217,21703.91217,21703.91217,21703.91217,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,19,19,4,4,4,4,0,0,0,0,0,0,Cape Flats,799.9999883,39999.99883
28787,4319,W36A_11_28787,18.57035172,-33.98517297,421.4566771,421.4566771,421.4566771,421.4566771,77,77,78,80,418,438,438,438,0,0,0,0,42,42,42,42,97.9,98.9,99.9,101.9,19,19,19,20,0,0,1,0,1,1,Cape Flats,800.0000185,40000.00185
28788,4320,W36A_11_28788,18.57251615,-33.98518051,296.3887544,296.3887544,296.3887544,296.3887544,94,95,95,95,364,405,405,481,0,0,0,0,0,0,0,40,112.2,115.25,115.25,119.05,23,23,23,23,0,0,0,0,0,0,Cape Flats,800.0000185,40000.00185
28789,4324,W36A_11_28789,18.57468057,-33.98518801,353.8607204,353.8607204,353.8607204,353.8607204,102,107,108,109,359,451,451,537,0,0,0,127,0,0,18,18,119.95,129.55,130.55,140.2293103,25,26,27,27,1,2,2,1,1,0,Cape Flats,799.9999883,39999.99883
28790,5849,W36A_11_28790,18.57684499,-33.98519547,278.6020828,278.6020828,278.6020828,278.6020828,98,151,158,161,61,89,160,184,0,0,0,0,30,30,30,30,101.05,155.45,166,170.2,24,37,39,40,13,15,16,2,3,1,Cape Flats,800.0000185,40000.00185
28791,5898,W36A_12_28791,18.57900942,-33.9852029,175.1378807,189.9455741,189.9455741,189.9455741,113,162,162,171,0,0,0,26,0,0,0,72,0,0,0,0,113,162,162,174.7827586,28,40,40,42,12,12,14,0,2,2,Cape Flats,800.0000185,40000.00185
28792,4428,W36A_12_28792,18.58117384,-33.98521028,282.4225747,282.4225747,282.4225747,282.4225747,82,104,105,117,10,10,10,52,0,0,0,0,0,0,0,0,82.5,104.5,105.5,119.6,20,26,26,29,6,6,9,0,3,3,Cape Flats,800.0000185,40000.00185
28793,4429,W36A_12_28793,18.58333827,-33.98521763,340.760502,340.760502,340.760502,340.760502,63,69,69,72,0,0,0,0,0,0,0,0,0,0,0,0,63,69,69,72,15,17,17,18,2,2,3,0,1,1,Cape Flats,799.9999883,39999.99883
28794,4433,W36A_12_28794,18.58550269,-33.98522494,551.95956,551.95956,551.95956,551.95956,71,85,85,88,136,136,136,182,0,0,0,121,0,0,0,33,77.8,91.8,91.8,101.2724138,17,21,21,22,4,4,5,0,1,1,Cape Flats,800.0000185,40000.00185
28795,5725,W36A_12_28795,18.58766712,-33.98523221,1025.36168,1025.36168,1025.36168,1025.36168,93,118,118,141,0,0,0,119,0,0,0,273,0,0,0,34,93,118,118,156.3637931,23,29,29,35,6,6,12,0,6,6,Cape Flats,800.0000185,40000.00185
28796,5726,W36A_13_28796,18.58983155,-33.98523945,300.0417282,300.0417282,300.0417282,300.0417282,64,128,128,141,0,0,0,21,0,0,0,0,0,0,0,0,64,128,128,142.05,16,32,32,35,16,16,19,0,3,3,Cape Flats,799.9999883,39999.99883
